temp,rh,rain
21.9,61.5,2.1
22,55.4,0
21.7,59.1,0
20.8,78.6,13.8
21.4,77.8,0.2
22.7,70.6,0
22.1,72.9,0.2
24.2,42.3,0
25,40.4,0
25.2,46.9,0
25.6,49.1,0
25.5,52.6,0
25.5,70.5,1.4
24.7,67.3,0
23.1,72,1.5
23.9,73.5,0
23.9,64.4,0
24.4,63.5,0
24.1,64.6,0
25.4,59.6,0
27.6,42.1,0
29.7,40.9,0
26.7,43.3,0
25.1,46.6,0
25,46.4,0
22.7,64.1,8.5
21.9,76.9,2.9
23.6,65.5,0
24.9,67.3,0
25.9,64.6,0
23.8,80,7.7
24.7,79,6.3
25.6,73.9,0.7
26.9,65,0
28.6,61.3,0
28,66.9,1.1
25.1,87.1,6.2
26.7,74.6,0.1
28.1,70.8,0
26.5,82.3,1
26.3,90.1,9.7
25.1,95.3,60
28.4,76.6,0.6
26.1,88.3,25.6
27.5,74.5,0.5
28.1,75.3,1.2
25.8,91.1,62.3
26.3,86.4,26.9
28.4,74.6,0
29.4,69,3
28.3,75.9,8.6
30.5,65.5,0
31.6,51.4,0
26.9,78.1,8
28.9,71.4,0
29.8,69,0
31.5,57.9,0
30.4,53.6,6.7
26.6,91.8,56.2
29.2,76.9,6.4
30.4,63.9,0
25.9,82,16.2
25.9,74.5,0.1
25.9,69.5,0
25.6,66.5,0
26.3,60.6,0
28.2,56.3,0
27,67.3,1.3
26.9,66.5,0
26.2,58.4,0
24.1,60.9,0
25,66.6,0
26.4,63.8,0
25.7,71.1,20
26.1,66.2,0
23.4,77.1,36.9
22.6,66.3,0.2
23.5,65,0
23.7,64,0
24.4,56.6,0
24.1,67.6,0
22.8,89,22.7
23,91.4,36.4
25.3,79.8,2.4
25.7,72.9,2.8
24.7,76.9,0
25.1,74.3,0
23.8,93.4,63.2
24.3,71.4,7.6
21,72.3,3.9
23.3,60.4,0.1
22.4,80,0.3
24.2,70.4,0
24.5,53,0
23.5,41.6,0
21,46,0
19.5,46.5,0
19.6,52.8,0
19.6,60.3,0
18.6,63.4,0.4
20,51.1,0
19.8,61.3,0
20.9,64.4,0
22.9,59.3,0
22.9,57.5,0
23.7,58.9,0
22.6,60.6,0
22.4,61,0
23.1,67.1,0
21.6,88,23.1
22.4,73.4,4.6
22.4,71.5,0
18.7,72.6,0.6
18.1,53.4,0
14.8,92,25.4
14.7,58.8,0
13.6,48.3,0
15.2,60.9,0
18.8,60,0
17.9,49.3,0
17.2,52.6,0
14.4,56.9,0
14.5,55.6,0
14.6,58.3,0
15.4,56,0
17,58.3,0
17,63.8,0
16.5,70.3,0
17.1,61,0
18.1,56.1,0
17,57.3,0
18.3,47.6,0
16.7,58,0
10,60,0
11,59,0
12.9,65.9,1.7
12.5,61,0.1
11.2,60.3,0
14.8,73.8,0
14.9,57.9,0
13.6,57.3,0
14.7,57.8,0
13.8,57.8,0
12.4,65.1,0
11,63.6,0
9.2,42.8,0
6.8,31.4,0
9.5,41.4,0
10,59.6,11.8
11.2,71.6,1.1
9.3,63.6,0
7.2,72.3,7.5
1.3,30.6,0
5.6,87.4,18.8
6.8,81.3,0
8.3,79.4,21.1
4.6,59.8,14.7
0.2,48,0
0.5,35.5,0
4.2,37.4,0
9.7,34.1,0
12.1,52,0
9.8,74.6,3.8
1.9,62.1,0
6.6,64,0
3.1,50.8,0
3.5,52.4,0
1.5,42.8,0
4.1,42.6,0
4.6,79.4,3.3
-0.1,48,0
0.5,61.3,0.6
2,41.6,0
-4.4,31.9,0
-5.9,34.5,0
-2.4,65,0.1
-0.9,65.1,0
3.2,56.8,0
8.1,82.3,1.7
6.3,62,0.2
-0.7,45.4,0
2.1,53.6,1
2.7,58.3,0
5.3,52.5,0
7.8,58.9,0
7.7,81.4,9.8
0.8,64.6,0
-0.8,47.8,0
-1.1,45.3,0
-1.2,68.1,0.6
4.1,63.4,0.3
3.4,80.4,2.9
0.8,67.9,0
2,60.8,0
2,59,0.3
-1.7,45.4,0
1.1,47.6,0
3.8,52.5,1.4
2.7,70.3,0.4
-7.9,39.3,0
-2.2,64.4,0.1
1,65.4,0
-0.1,56.9,0
1.2,50.8,0
1.3,45.6,0
3.1,65.4,1.8
6.3,95,46.3
2.4,86.1,11.6
-1.2,65.3,0
-0.6,62.9,0
-0.1,60.9,0
-1,61.5,0
-2.9,51,0
-2.3,45.3,0
-2.7,44.8,0
-1.7,43,0
-0.6,43.9,0
0.3,48.1,0
1.9,62.8,0.6
0.7,46.8,0
-0.4,36.9,0
3,36,0
4.6,49.3,0
2.8,63,0
4.3,63.1,0
5.5,56.3,0
5.9,48.1,0.1
6.8,49.4,0
6,46.4,0
5.2,47,0
3.9,59.6,0
2.6,66.6,0
1.5,52.3,0
-0.4,43.6,0
-1.6,50.3,1.7
-8.3,37.3,0
-6.4,36.4,0
-1.7,45.1,0
-0.1,48.1,0
-0.5,51.1,0
4,49.4,0
6.8,37,0
7.4,73.4,6.7
6.5,84.8,0
8.1,70.3,0
9.8,63,2
-1.4,81.1,13.4
-5.9,64.3,1
-4.1,44,0
1,56.8,0
4.6,62.6,0
6.7,66.3,4.2
4,62,3.1
2.5,48.6,0
7,51.8,0
6.7,73.5,16.6
6.4,59.6,0
6.1,54,0
4.5,79.4,3.9
7.7,68.6,0.5
5.8,71.8,0.2
3.4,55.3,0
4.8,57,0
2.2,53.4,0
1.4,47.5,0
3.7,46.8,0
7,39.5,0
9.3,43.8,0
11.1,37.6,0
6.4,78.4,11.8
3.8,41.8,0
6.8,49.8,0
4.9,41,0.5
3.6,48.1,0
4,48.3,0
3.6,42.4,0
6.6,65.8,0
10,45.8,0
9.1,49,0
8.8,39.6,0
12.8,56.5,0
11,37.5,0
10.6,37.9,0
11.4,35,0
12.5,33.6,0
14.8,53.8,1.8
11.9,56.4,2
7.7,17.9,0
8.7,30.6,0
10.2,38.4,0
11.9,34.5,0
11.3,35.6,0
9.3,41.4,0
10,53.8,0
8.9,36.4,0
7.2,29.5,0
9.3,38.3,0
10.6,56.6,0
9.4,25.5,0
8.9,44.6,0
10.7,52.6,0
9.9,63.8,0
9.9,58.6,0
12.4,39.4,0
13,46.8,0
13.2,39.8,0
16,39.9,0
12.5,77.8,6.5
13.5,67.9,0
12.3,75.8,10.3
10,73,0.1
7.4,49,0
6,46.8,0
7.9,47.8,0
9.9,55.6,0
13.1,54.4,0
12.3,43.1,0
12.9,49.8,0
13.9,50,0
14.9,48.6,0
17.1,57.1,0
20.2,73.6,0
20.3,79.6,0
21.8,68.8,0
20.2,63.9,0
16,67.9,0
19.4,50,0
20.7,32.5,0
19.9,32.8,2.3
14.2,94.4,24.4
14.4,88.6,1.3
16.5,61,3.4
14.3,69.4,0.7
16.1,47.3,0
19.3,35.4,0
16.1,81.4,12
16.7,90.3,2.5
19.1,80.1,0
19.1,79.4,29.8
13,73.6,19
14.4,60.4,0
17.4,56.1,0
18.5,68.5,0
20.1,66.1,0
17.1,84.8,14.5
16.6,81,0
16.2,81.9,1.5
17.4,68.5,0
18.7,62.8,0
20.7,65.6,0
22.6,57.3,0
21.2,63,1
19.7,64.3,0.4
17.9,71,2
22,73.3,0
21.9,81.1,0.2
23,69.4,0
24.6,63.6,0
22.7,69.4,0
25,63.6,0
26.7,51.6,0
25.8,63.8,6.2
26.1,68.3,0
24.7,68.6,0
26.9,52.8,0
24,70.6,1.1
23,62.3,0
24.4,63,0
24.3,58.6,0
23.4,61.4,0
24.7,61.4,0.1
24.9,62.6,0
26.1,59.5,0
28.6,50.5,0
27.3,53.5,0
22.3,83.5,37.6
21.6,91,13.3
21.8,82.1,2.1
24.1,70.4,0
25.2,70.5,0
23.8,77,11.9
20.1,83,64.7
21.1,79.3,0
24.2,74.5,0
25.5,63.5,0.1
24.2,63.9,1.6
23.8,68.6,0
25.6,66.6,0
24.1,75.5,0
25.5,71.9,0
27.5,64.6,0
24.5,75,2.2
25.8,62.6,0
23.5,71.9,2.9
18.7,94.8,47.6
20.3,79.4,11.5
23.4,63.1,0
25,70.9,0
26,72,0
26.1,71.6,0
24,81.6,29.1
23.8,86.3,3.6
25,77,0
23.7,89.3,11.5
21.1,95.5,103.1
22.5,74.3,2.9
24.3,69.3,0
25.4,69.3,0
24.3,86.4,2.2
24.4,84.8,0.4
23.7,95.8,50.1
25.3,85.5,0.1
26.2,81.9,1.5
25.3,90.9,39.1
24.9,96.3,31.4
25,96.3,102.6
27,89.3,3.9
26.5,92.1,18.5
24.1,92.8,75.7
24.3,85.3,0
24.2,89.5,19.1
24.9,95.4,50.3
26.5,91.6,44.6
24.6,92.5,97
27.2,83.9,0
28,82.4,0
27.1,86.1,0.4
26.1,96,69
27.4,82.6,0
28.2,77.9,0
27.5,76.3,0
27.1,76.8,0
27.7,76,0
26.6,83.1,2.5
24.3,87.4,42.6
25.3,78.4,0
27.8,71.6,0
29.9,69.5,0
30.2,68.3,0.6
27.1,84.6,8.7
27.3,89.1,13.6
26.8,90.1,13.6
26.8,88.8,42.5
26.4,77.9,0
26.6,72.4,0
24.3,91.3,33.3
22.7,82,29.8
23.3,63.9,0
23.3,66.6,0
21.7,80,6.4
19.2,93.5,61
23.4,71.5,0
21.1,83.4,1.3
22.8,75.8,3.9
22.4,72.6,1.2
20.2,83.8,5.7
21.5,70.4,0
21.3,79.3,0
23,76.4,0
22.5,79.9,0.3
21.3,70.3,0
21.5,62,0
21.2,59.3,0.3
19.7,57.6,0
19.1,56.1,0
20.2,55.3,0
19.2,59.9,0
20.6,59.6,0
20.1,64.1,0
19.3,62.5,0
20.4,63.3,0
20.7,66,0
19.6,67.6,0
19.6,78,38.3
18.8,74.9,0
19.2,79.6,0
19.9,72.5,0
16.6,65.1,0
13.3,57.3,0
14.2,55.9,0
16,48.9,0
17.2,53,0
17.2,53.4,0
16.9,60.1,0
16.9,68.5,0
16.2,68.6,0
13.6,52.3,0
12.8,47,0
11.7,41.8,0
11.8,64.3,0
13.1,64.3,0
13.6,65.5,0
15.1,74.4,0
15.2,67.1,0
14.1,69.4,0
13.5,66,0
8.6,51.5,0
8.7,47.6,0
11.8,62.5,0
12.9,71.6,0
14,74.1,0
13.8,52.1,0
10.8,40.3,0
11.9,42.9,0
13.6,60.3,0
13.7,84.3,13.6
10.8,58.3,1.7
5.1,47.5,0.5
4.9,43.9,0
9.6,61.5,0
13.5,63.3,0
14.6,68.8,0.1
8.5,43.8,0
5.5,40.9,0
7.7,56.1,0
9.3,53.5,0
10.4,56.9,0
12.2,71.5,0
12.5,66.9,0
11.1,75,0
12.4,70.1,0
15.9,67.5,0.1
16.6,91.4,12.2
13.6,90.5,86.9
2.8,74.3,0
6.5,67.9,0.2
5.6,80.5,4.8
1.7,61.4,0
2.9,54.5,0
4.6,64.1,0
5.6,66.5,0
4.1,61.6,0
-0.1,50,0
-0.6,59.6,0
-0.2,57.8,0
1.1,44.5,0
2.4,41.4,0
0.7,47.1,0
-0.6,53.8,0
2.1,63.1,0
4.5,66.9,0
3.4,57.5,0
-0.5,50,0
1.5,55.1,0
5.8,69.9,0
5.3,77.1,0
2.3,51.3,0
-1.1,74.9,2.9
-7.7,49.1,0
-8.3,43,0
-8.3,43.9,0
-4.9,47,0
-2.1,57,0.2
-5.1,45.1,0
-3.7,50.4,0
-1,64.1,0
2,67.6,0
4.5,76.6,0
2.6,61.5,0
-0.8,51.9,0
2.2,65.8,0
5.8,62.9,0
6.7,72.1,1.3
0.1,70.8,0.2
-10.9,55.5,0
-8.9,53.9,0
-4.2,64,0
-5,38.5,0
-5.6,45,0
-3.5,51.4,0
-5.5,52.8,0
-7.4,54.6,2.3
-14.5,49.9,0
-14.9,44,0
-12.2,46.3,0
-7.7,54.4,0
-6.7,62.1,0
-3.9,79.5,2.6
2,80.3,0
1.7,46.5,0
4.5,67.4,0.2
-4.9,59.3,0
-5.5,58.5,0
-3.8,64.3,0.3
-6.3,37.9,0
-0.1,37.8,0
4.5,64.4,9.2
5.5,92.9,0.1
7.6,66,0
7.3,63.9,0
7.9,62,0
5.3,80.4,1.7
1.7,47.6,0
-2.6,52.3,2
-8.8,40,0
-1.6,60,0.5
3.2,57,0
5,74.5,0.7
-5.6,44.1,0
-3.2,64.6,3.4
-3.6,50.1,0.1
1.4,71.8,0
6.8,80.4,0
3.6,67,0
-3.1,43.6,0
-0.9,51.9,0
3.4,75.1,0
5.5,71.5,0
6.5,60.6,0
7.6,50.6,0
9.5,47.6,0
1.2,65.1,1.4
-5.1,57.9,1.5
-8.3,44.1,0
-5.8,44.9,0
1.6,66.9,0
8.8,60.4,0
10.8,66.6,0
7.8,58.3,0
0,34,0
2.9,33,0
4.2,35.1,0
8.2,35,0
9.5,48.6,0
7.8,49,0
4.7,91,67.5
2.3,75.9,0.1
4.4,64.4,0
7.2,62.4,0
9,70.3,0
6.6,69.5,0
6.2,62.9,0
7,60.3,0
6.6,58.5,0
8.8,61.8,0
10.2,50.8,0
10.5,57,0
9.2,62.8,0
9.1,71.4,0
10.6,68.8,1.7
8.4,52.5,1.3
8.8,44.9,0
11.7,50.1,0
15.3,47.9,0
9.9,74.6,5.1
5.8,65.9,0.3
6.2,55.3,0
9.1,63.5,0
10.8,61.5,0
11.9,68.5,0
12.6,58.4,0
12.1,70.9,25.5
9,95.8,9.2
10.2,62.3,0.2
10.8,47.3,0
14.5,41,0
17.7,33,0
17.8,35.6,0
14.9,80.8,56.2
11.9,65.8,0.6
11.9,47.9,0
13.9,50.9,0
14.1,47.5,0
13,34,0
13.6,39.3,0
12.6,50,0
15,45.4,0
13.8,70.4,22
10.4,74,8
8.4,58.5,0
11.6,62.3,0
11.3,60,0.7
9.6,56.6,0
9.9,64.3,0
12.2,65.3,0
14.8,55.1,0
19.1,43.1,0
20.9,37.9,0
19,41.4,0
18.3,43,0
18.2,50,0
16.2,51.8,0
15.4,62.4,1.7
14.5,64.1,4.7
14.6,54.1,3.9
11.3,81.8,26.3
10.2,80.8,8
12.4,67.9,1.7
14.1,56.4,0
13.8,82.6,19.6
13.9,64.4,0.1
15.7,46.4,0
14.4,60.3,8.8
14.3,66.1,0
15.7,51.3,0
13.2,67.9,0
18.5,48.9,0
22,39.5,0
22.9,54.4,0
24.1,60.3,0
22.1,79.5,15
18.4,97.6,66.9
15.3,93,3.1
17.9,70.5,0
19.9,52.3,0
18.7,59.8,0.9
16,86.5,6.9
18.6,69.3,0.2
19.5,64.4,0
19.4,61,0
15.3,72.3,8.3
18,58.5,0
15.8,83,8.9
15.3,86,12.3
15.4,79.8,0.3
18.4,73,18.1
19.9,78.9,4
20.2,74.6,3.2
23.2,64.4,0
19.1,80.8,18.1
18.5,69.4,0
20.8,68.1,0
23,69.6,0
21.1,71.5,0
23.6,69.6,0.1
25.8,59.1,0
24.9,68.5,6.1
21.5,84.5,4.6
24.2,74.6,0
24.8,72.6,0
24.8,68.8,0
22.5,79.1,1.9
24.3,59.9,0
21.9,71.4,0
20,92.1,6.3
22.3,74,0
22.9,73.3,0
23.6,67,0
22.8,67.9,0
22.4,70.5,7.5
23,71.1,0
24.1,69,0
22.8,78.5,4.5
24.5,72.1,38.2
23.7,76.4,0.1
23.9,78.6,8
24.3,77.9,6
26.3,70.9,0
27.1,64.1,0
22.6,80,60
21.4,96.8,21.4
23.3,80.3,0
25.3,73.4,0
26.4,78.5,12.7
26,81.6,2.9
25.5,77.3,0
25.9,80.4,0.5
25.7,86.8,0.4
28.1,75.1,0
28.8,76.1,0
29.7,71.4,0
29.1,71.1,0
28.8,68.4,0
29.1,63.1,0
29.6,62.5,0
26.4,80.1,67.4
27.9,75.8,0
30.5,64,0
31.2,59.8,0
31.2,61.8,0
31.7,57.4,0
31.5,55.8,0
31.2,54.9,0
31.1,60.5,0
30.4,67.4,0
29.6,69.9,0
30.5,63.1,0
29.8,69.9,3
27.1,81.8,21
26.5,82.6,1.7
28,76.9,0
28.9,70.6,0
29.4,68.1,0
28.1,68.4,0
28,65,0
26.8,74.8,12.7
28.3,62.4,0
27.7,62.5,0
27.4,70.3,0
26.8,67.1,0
26.6,70.4,0
26.1,63.9,0
26.9,59.6,0
27.3,61.1,0
25.9,65,9.3
24.3,69.6,5.6
26,57.1,0
26.6,63.6,0
23.8,88.1,62.8
24.4,81.5,0
22.4,89.3,7.4
23.4,93.6,10.5
25,85.5,0.3
25.5,84.9,0.7
22.4,83.5,0.9
23.6,80.4,0
23.7,82.6,0.9
24.2,77.5,0
20.5,93.3,77.4
21.4,83.1,0.8
23.5,70.3,0
24.3,60.3,0
23.2,57,0
23.1,61.1,0
22.3,70.1,12
19.6,98.1,29.6
22.2,81.3,1.6
23.5,76.5,0
23.6,76,0
24,73.1,0
24.2,64.6,0
24.8,67.1,0
24.6,63.3,0
23.6,57.5,0
22.9,61.1,0
23.5,61.4,0
23.9,65.1,0
23.7,62.9,0
23.7,63.6,0
22,85.1,68.1
20.2,79,4.5
20.9,67.3,0
21.8,67.5,0
21.2,72.6,0
22.6,63,0
21.6,66,0
21.5,75.1,1.3
20.2,93.5,13.1
20.3,83.9,0
21.1,75.8,13.3
20.7,77.1,0
22.3,69.5,0
22.9,81,3.6
23.6,82.4,0
18.8,91.5,6.4
19.4,85.5,4.6
18.8,91.3,3.5
20.9,83.5,0.4
19.9,89,14.2
15.2,78.6,0.3
17.9,67.1,0
19.6,66.6,0
19.7,73.6,0
19,74.4,0
10.7,47.5,0
5.6,37.4,0
9.6,60.4,5.6
10.9,72.8,4.4
9.5,64.9,0
9.8,64.1,0
10.8,58.4,0
11.4,57.3,0
11.4,63.1,0
11.7,64.5,0
13,74.5,0
13.4,63.4,0
12.7,54.6,0
14.6,55.9,0
13.8,62.4,0
14.1,73.3,0.7
12.9,77.3,0
11.5,76.6,0
12.1,71.1,0
12.1,80.4,0
13,68.5,0
14.1,61.1,0
15.3,57.5,0
8.6,82.1,25.7
4.9,80.3,2
4.2,73.4,0.3
5.3,60.6,0
4.5,55.4,0
7.3,66.1,0
11.3,69.8,0
10.1,71.3,0
8.5,65.5,0
7.5,64.1,0
11.9,70.8,0
12.9,84.8,0
10.4,77,0
10.4,74.4,5.9
2.7,61.8,1.3
-0.6,60.9,0
4.1,64.3,0
5.7,55,0
2.9,57.5,0
3.4,53,0
5.1,52.4,0
7.6,62,0
5.7,80.4,27.2
-1.3,51.8,0
1.3,68.9,0.1
1.9,53.3,0.4
1.4,48.5,0
2.9,50.4,0
5.4,61.4,0
6.8,68.3,0
6.7,70,0
6.5,70.3,0
7,81.5,0.7
6,83.6,0
1.2,61.8,0
-2.2,43.8,0
3.7,64.9,1.2
7.2,84.8,2.1
6.4,71.6,0
-5.6,50.5,0
-5.7,64.1,2.8
-0.8,63.8,0.2
5.2,77.9,0
5.2,70.9,0
2.2,47.4,0
2.7,53.5,0
-0.3,65.3,0.2
-11.7,42.4,0
-12.1,43.5,0
-7.6,60.9,0
-4.1,73.8,0
0.4,72.9,0.2
-3.9,48.5,0
-6.7,35.9,0
-4.3,46.3,0
-1.3,57.9,0.3
-1.9,58.3,0
-2.5,51.8,0
-2.8,47.6,0
-2.2,47.1,0
-1.6,47.1,0
0.3,64.3,0
1.3,71.5,0
0.5,68.3,0.9
-7.4,55.5,0.2
-7.7,47.8,0
-6.4,45.8,0
-4.8,41.8,0
-1,48.3,0
-2,54.5,0
-5.8,59.9,0.5
-5.6,47.9,0
-5.3,72.3,1.7
-5,63.5,0
-2.7,55.6,0
0.3,52.4,0
2,52.4,0
4.6,56,0
2.8,80,0.7
1.3,62.8,0
-1.1,50,0
-2.7,51.6,0
-3.6,48.9,0
-2.8,45.4,0
-0.7,59,1.2
-1.3,76.6,1.7
-3.4,60.5,0
-3.4,52.4,0
-5.2,53.3,0
-6.6,48.8,0
-3.9,50.3,0
-2.5,51.3,0
-0.1,53.8,0
1,52.3,0
1.4,57.8,0
2.9,61.1,0
4.8,50.4,0
4.8,44.9,0
2.5,68.3,1.7
-4.7,58,0
-7.3,50.4,0
-6.2,41.6,0
-1.2,40.4,0
-1.7,52.9,0.1
-4.8,41.1,0
-3,56.3,0.1
-4.5,43.3,0
-5.6,38.5,0
-2.4,52.4,0
3,77.5,0
5.4,78.4,1.1
3.7,56.6,0
6.8,62.3,0
5.8,70.5,2.3
3.5,55.9,0
5.8,52.9,0
6.9,60.5,0
2.3,38.4,0
1.4,39.5,0
2.8,45.8,0
6,56.1,0
7.1,69.6,0
9.3,51.4,0
11.2,58.4,0
12.8,72.1,2.6
11.7,95.5,42.1
8.2,90.3,8.7
7.2,72.6,0
10.3,62.6,0
10.7,62,1.2
7.5,60.8,0
3.4,84.6,14.6
5.4,66.1,0
5,49.5,0
7.1,48.9,0
6.2,56.8,0
8.2,70.6,0
12,70,10.9
11.8,80.9,19.8
8.1,49.1,0
8.2,35.6,0
9.7,52.9,0
10.8,76.5,0.4
10.9,63.5,0
9.2,50.5,0
8.2,55,0
9.6,55,0
10.3,50.3,0
10.3,41.1,0
11.7,52.3,0
10.9,43.5,0
12.9,49,0
17.8,43.8,0.5
18.2,46,0
19.6,60.4,0
19.3,77.9,0.5
13.1,69.3,1.3
13.2,53.4,0
13.3,46.8,0
13.2,48.5,0
14,53.8,0
15.2,46.1,0
15.2,51.9,0
15.7,48.8,0
16.3,48.4,0
15,76.8,0
17.7,57.3,0
18.5,72.5,0.3
20,80.5,1.3
21.9,57.9,1
17.7,31.5,0
18.2,44,0
13.4,70.6,15.5
13,68,0
13.4,54.8,0
14.2,56.5,0
14.8,45.9,0
17.8,43.3,0
18.9,48.1,0
19.6,67.1,0
18.4,52.4,0.5
15.3,51.8,2
17.9,56.4,0
19.9,39,0
19.7,50.4,0
20.9,51.5,0
19.4,45.8,0
15.7,45.5,0
16.2,39.8,0
17.3,56.3,0
20,60.1,0
20,59.4,1.5
19.9,53.6,0
20.6,52.8,0
20.1,70.8,0
20.3,70.9,0
23,63.5,0
22.9,56.8,0
21,66.6,3.5
18.7,59.9,0
20,62.5,0
22.3,54.1,0
23.1,66.4,0
20.8,71,0
20.7,42.4,0
22.1,41.6,0
21.5,67.4,0
24.5,62.8,0
25.6,57,0
22.7,59.8,0
19.7,69,4.3
20.6,54.5,0
21.2,61.6,0
20.9,76.1,2.6
20.9,75.8,1.2
24.6,59.6,0
24.6,58.9,0
23.6,68.5,18
21.5,56.4,0
17.5,92.4,18.5
20.3,78.4,0.7
22.5,76.4,0
23.3,79.6,0
23.4,81.6,0
25.2,76.6,0
26.5,72.6,0
25.9,71.1,0
24.3,89.1,103
22.6,90.9,19.1
26,80.4,0
26.5,82.1,0
26.8,84.4,6.1
26.9,81.9,6.3
25.1,95.5,37.8
22.3,99.3,176.2
26.6,83.3,0
28.8,72.8,0
29.3,68.6,0
29.3,71.8,0
29.2,73.8,0
29.5,76,16.1
28.2,82.3,0
25.8,84.4,1.7
26.9,82.1,0.1
29.2,68,0
27,75,9
26.8,73.1,0
25,93.9,114.5
25.7,84.6,0.9
26,76.5,0
24.8,83.4,34
25.5,78.9,0
26.8,76,0
27.4,74.1,0
27.1,76.1,1.1
23.2,87.6,10.4
25.1,81.5,5.2
24.8,83.6,9.9
25,86.9,1.2
27.5,75,0
28.9,72.5,0
